timestamp,open,high,low,close,volume,datetime
1688209200000,30469.98,30499.19,30469.97,30496.01,166.80495,2023-07-01 11:00:00
1688210100000,30496.01,30500.0,30482.0,30483.18,122.14751,2023-07-01 11:15:00
1688211000000,30483.18,30546.5,30483.18,30545.25,228.3348,2023-07-01 11:30:00
1688211900000,30545.25,30600.0,30514.72,30523.02,385.2677,2023-07-01 11:45:00
1688212800000,30523.02,30580.28,30503.94,30566.29,346.60617,2023-07-01 12:00:00
1688213700000,30566.29,30635.51,30566.28,30580.0,288.28899,2023-07-01 12:15:00
1688214600000,30579.99,30614.49,30558.01,30599.71,200.43359,2023-07-01 12:30:00
1688215500000,30599.7,30610.88,30557.68,30564.01,237.42716,2023-07-01 12:45:00
1688216400000,30564.0,30639.01,30562.59,30568.95,285.33245,2023-07-01 13:00:00
1688217300000,30568.94,30599.86,30543.29,30543.29,279.98727,2023-07-01 13:15:00
1688218200000,30543.3,30591.44,30539.59,30584.32,243.91233,2023-07-01 13:30:00
1688219100000,30584.33,30584.33,30548.83,30565.26,163.7199,2023-07-01 13:45:00
1688220000000,30565.26,30576.18,30531.22,30557.57,213.40772,2023-07-01 14:00:00
1688220900000,30557.58,30584.3,30552.0,30567.13,153.82123,2023-07-01 14:15:00
1688221800000,30567.13,30579.38,30550.67,30565.99,154.59097,2023-07-01 14:30:00
1688222700000,30566.0,30617.45,30564.68,30608.52,306.22526,2023-07-01 14:45:00
1688223600000,30608.52,30661.6,30566.08,30566.22,436.00895,2023-07-01 15:00:00
1688224500000,30566.21,30587.8,30541.17,30574.88,238.07567,2023-07-01 15:15:00
1688225400000,30574.87,30596.46,30574.87,30590.0,142.54726,2023-07-01 15:30:00
1688226300000,30590.0,30596.89,30564.55,30572.58,110.90179,2023-07-01 15:45:00
1688227200000,30572.59,30600.0,30552.18,30552.66,261.14877,2023-07-01 16:00:00
1688228100000,30552.67,30573.24,30545.01,30559.99,144.25528,2023-07-01 16:15:00
1688229000000,30559.98,30575.19,30543.99,30574.02,166.44369,2023-07-01 16:30:00
1688229900000,30574.02,30579.96,30556.0,30572.0,135.72218,2023-07-01 16:45:00
1688230800000,30572.0,30579.87,30564.07,30572.75,150.27285,2023-07-01 17:00:00
1688231700000,30572.75,30584.24,30570.57,30580.01,140.35449,2023-07-01 17:15:00
1688232600000,30580.01,30593.38,30574.95,30593.38,139.34274,2023-07-01 17:30:00
1688233500000,30593.38,30593.38,30550.0,30573.86,113.48301,2023-07-01 17:45:00
1688234400000,30573.85,30593.28,30573.85,30593.27,66.25728,2023-07-01 18:00:00
1688235300000,30593.27,30607.93,30568.32,30577.89,123.78609,2023-07-01 18:15:00
1688236200000,30577.89,30591.87,30577.89,30591.85,73.04445,2023-07-01 18:30:00
1688237100000,30591.84,30611.88,30591.84,30608.87,92.61447,2023-07-01 18:45:00
1688238000000,30608.86,30629.92,30601.12,30603.35,182.85769,2023-07-01 19:00:00
1688238900000,30603.35,30633.92,30600.06,30633.91,199.75872,2023-07-01 19:15:00
1688239800000,30633.92,30633.92,30596.97,30602.0,150.81582,2023-07-01 19:30:00
1688240700000,30601.99,30617.76,30600.0,30609.51,100.26337,2023-07-01 19:45:00
1688241600000,30609.51,30612.68,30584.84,30596.62,118.91461,2023-07-01 20:00:00
1688242500000,30596.61,30609.52,30596.61,30608.43,54.81208,2023-07-01 20:15:00
1688243400000,30608.43,30608.44,30594.0,30594.01,74.8707,2023-07-01 20:30:00
1688244300000,30594.0,30598.0,30579.96,30582.58,110.9476,2023-07-01 20:45:00
1688245200000,30582.59,30603.81,30570.01,30603.8,120.83334,2023-07-01 21:00:00
1688246100000,30603.8,30603.81,30581.2,30584.22,80.14127,2023-07-01 21:15:00
1688247000000,30584.22,30588.95,30580.57,30580.58,53.04295,2023-07-01 21:30:00
1688247900000,30580.58,30588.97,30580.58,30584.65,45.66145,2023-07-01 21:45:00
1688248800000,30584.66,30600.0,30580.29,30600.0,110.8192,2023-07-01 22:00:00
1688249700000,30599.99,30606.88,30591.77,30605.46,71.7042,2023-07-01 22:15:00
1688250600000,30605.47,30606.88,30560.0,30569.56,114.70962,2023-07-01 22:30:00
1688251500000,30569.57,30577.65,30548.88,30577.64,95.69784,2023-07-01 22:45:00
1688252400000,30577.65,30598.0,30570.08,30570.09,89.47613,2023-07-01 23:00:00
1688253300000,30570.08,30580.0,30561.14,30576.59,92.53133,2023-07-01 23:15:00
1688254200000,30576.59,30576.59,30565.68,30565.68,71.41276,2023-07-01 23:30:00
1688255100000,30565.69,30590.0,30565.68,30585.9,85.16466,2023-07-01 23:45:00
1688256000000,30585.9,30589.03,30551.44,30557.29,144.02038,2023-07-02 00:00:00
1688256900000,30557.29,30649.99,30548.0,30649.98,287.7631,2023-07-02 00:15:00
1688257800000,30649.97,30649.98,30554.78,30586.0,265.76628,2023-07-02 00:30:00
1688258700000,30586.01,30599.99,30568.31,30575.77,119.30653,2023-07-02 00:45:00
1688259600000,30575.77,30600.0,30551.71,30592.0,167.38999,2023-07-02 01:00:00
1688260500000,30592.01,30592.01,30563.55,30574.5,93.93282,2023-07-02 01:15:00
1688261400000,30574.5,30577.54,30557.0,30572.31,144.71913,2023-07-02 01:30:00
1688262300000,30572.31,30578.0,30556.44,30567.56,148.67696,2023-07-02 01:45:00
1688263200000,30567.57,30572.95,30554.87,30566.17,157.22455,2023-07-02 02:00:00
1688264100000,30566.16,30578.0,30463.16,30566.01,527.43578,2023-07-02 02:15:00
1688265000000,30566.01,30613.7,30566.0,30595.06,216.90225,2023-07-02 02:30:00
1688265900000,30595.05,30595.06,30538.88,30542.0,161.37854,2023-07-02 02:45:00
1688266800000,30542.0,30548.83,30522.61,30543.81,164.04687,2023-07-02 03:00:00
1688267700000,30543.82,30552.0,30522.98,30542.84,160.39549,2023-07-02 03:15:00
1688268600000,30542.85,30544.08,30476.11,30517.27,222.59707,2023-07-02 03:30:00
1688269500000,30517.28,30520.0,30476.93,30509.31,229.84559,2023-07-02 03:45:00
1688270400000,30509.3,30518.95,30476.0,30509.24,244.29851,2023-07-02 04:00:00
1688271300000,30509.24,30535.85,30504.0,30535.85,161.08395,2023-07-02 04:15:00
1688272200000,30535.84,30535.85,30497.57,30499.15,123.70545,2023-07-02 04:30:00
1688273100000,30499.16,30539.27,30499.15,30527.67,173.20135,2023-07-02 04:45:00
1688274000000,30527.67,30553.17,30519.29,30521.99,188.32587,2023-07-02 05:00:00
1688274900000,30521.99,30521.99,30497.0,30497.0,150.22949,2023-07-02 05:15:00
1688275800000,30497.01,30504.0,30492.0,30495.71,106.49819,2023-07-02 05:30:00
1688276700000,30495.71,30515.69,30481.27,30481.27,160.60584,2023-07-02 05:45:00
1688277600000,30481.27,30500.0,30470.01,30484.48,146.30847,2023-07-02 06:00:00
1688278500000,30484.49,30515.22,30484.48,30515.13,184.28684,2023-07-02 06:15:00
1688279400000,30515.12,30515.13,30491.39,30507.57,134.68797,2023-07-02 06:30:00
1688280300000,30507.56,30507.57,30476.98,30480.0,106.37832,2023-07-02 06:45:00
1688281200000,30479.99,30489.08,30479.99,30486.26,102.46115,2023-07-02 07:00:00
1688282100000,30486.25,30508.0,30486.25,30505.42,86.74653,2023-07-02 07:15:00
1688283000000,30505.41,30514.35,30497.33,30514.34,136.15311,2023-07-02 07:30:00
1688283900000,30514.34,30517.86,30506.0,30513.01,95.4557,2023-07-02 07:45:00
1688284800000,30513.01,30527.99,30500.0,30526.83,201.90736,2023-07-02 08:00:00
1688285700000,30526.83,30552.0,30525.13,30531.75,122.6851,2023-07-02 08:15:00
1688286600000,30531.75,30531.75,30490.0,30496.0,86.47083,2023-07-02 08:30:00
1688287500000,30496.0,30506.0,30484.0,30484.01,130.35348,2023-07-02 08:45:00
1688288400000,30484.01,30523.66,30484.0,30523.65,65.96676,2023-07-02 09:00:00
1688289300000,30523.66,30534.55,30518.0,30534.54,125.30036,2023-07-02 09:15:00
1688290200000,30534.55,30547.44,30528.0,30537.17,102.69576,2023-07-02 09:30:00
1688291100000,30537.16,30542.77,30516.34,30516.81,155.60738,2023-07-02 09:45:00
1688292000000,30516.81,30537.05,30516.34,30530.72,136.36547,2023-07-02 10:00:00
1688292900000,30530.72,30530.73,30508.79,30524.76,203.23486,2023-07-02 10:15:00
1688293800000,30524.76,30525.39,30515.47,30521.59,76.62925,2023-07-02 10:30:00
1688294700000,30521.58,30521.59,30505.18,30509.99,104.37673,2023-07-02 10:45:00
1688295600000,30509.99,30513.54,30505.18,30513.53,101.5719,2023-07-02 11:00:00
1688296500000,30513.52,30532.09,30509.28,30531.06,132.16626,2023-07-02 11:15:00
1688297400000,30531.05,30531.06,30524.25,30529.98,84.34808,2023-07-02 11:30:00
1688298300000,30529.99,30544.74,30529.98,30544.74,86.04176,2023-07-02 11:45:00
1688299200000,30544.74,30574.75,30504.0,30551.35,230.08379,2023-07-02 12:00:00
1688300100000,30551.35,30558.0,30539.08,30541.41,70.86109,2023-07-02 12:15:00
1688301000000,30541.41,30557.76,30541.33,30556.9,81.67306,2023-07-02 12:30:00
1688301900000,30556.89,30562.14,30522.53,30525.99,111.71214,2023-07-02 12:45:00
1688302800000,30525.99,30531.2,30516.69,30524.72,160.73565,2023-07-02 13:00:00
1688303700000,30524.71,30526.67,30493.61,30496.79,282.64951,2023-07-02 13:15:00
1688304600000,30496.79,30521.69,30494.8,30521.69,119.28856,2023-07-02 13:30:00
1688305500000,30521.69,30523.08,30510.9,30517.96,84.47354,2023-07-02 13:45:00
1688306400000,30517.95,30524.0,30512.74,30520.81,90.49572,2023-07-02 14:00:00
1688307300000,30520.82,30549.6,30488.28,30531.24,294.59586,2023-07-02 14:15:00
1688308200000,30531.24,30618.57,30503.11,30611.99,371.90016,2023-07-02 14:30:00
1688309100000,30612.0,30628.0,30549.78,30590.23,377.66402,2023-07-02 14:45:00
1688310000000,30590.22,30613.21,30574.52,30581.91,246.78552,2023-07-02 15:00:00
1688310900000,30581.91,30585.01,30155.0,30470.05,2245.98793,2023-07-02 15:15:00
1688311800000,30470.04,30531.4,30412.0,30471.99,607.11971,2023-07-02 15:30:00
1688312700000,30471.99,30515.7,30455.76,30498.01,365.62175,2023-07-02 15:45:00
1688313600000,30498.0,30553.33,30478.32,30552.01,266.09437,2023-07-02 16:00:00
1688314500000,30552.0,30693.14,30530.84,30557.98,1076.2582,2023-07-02 16:15:00
1688315400000,30557.98,30594.46,30551.71,30594.45,181.11414,2023-07-02 16:30:00
1688316300000,30594.45,30599.53,30556.42,30561.58,179.60437,2023-07-02 16:45:00
1688317200000,30561.57,30580.85,30561.57,30574.38,115.1267,2023-07-02 17:00:00
1688318100000,30574.38,30576.07,30474.17,30545.32,341.97052,2023-07-02 17:15:00
1688319000000,30545.31,30546.64,30497.35,30509.99,158.16324,2023-07-02 17:30:00
1688319900000,30509.99,30527.11,30424.92,30441.2,296.80661,2023-07-02 17:45:00
1688320800000,30441.2,30483.11,30366.65,30475.64,501.41971,2023-07-02 18:00:00
1688321700000,30475.64,30510.98,30460.0,30467.19,181.87471,2023-07-02 18:15:00
1688322600000,30467.19,30492.18,30448.59,30484.01,230.05903,2023-07-02 18:30:00
1688323500000,30484.01,30525.69,30473.38,30523.07,90.93147,2023-07-02 18:45:00
1688324400000,30523.07,30539.58,30518.69,30539.51,109.05495,2023-07-02 19:00:00
1688325300000,30539.51,30555.16,30526.71,30555.16,98.99612,2023-07-02 19:15:00
1688326200000,30555.16,30558.62,30531.71,30551.76,112.91001,2023-07-02 19:30:00
1688327100000,30551.75,30559.9,30538.0,30557.74,64.6479,2023-07-02 19:45:00
1688328000000,30557.74,30558.25,30497.3,30554.43,246.24416,2023-07-02 20:00:00
1688328900000,30554.42,30559.24,30545.22,30559.24,58.81298,2023-07-02 20:15:00
1688329800000,30559.23,30586.0,30559.23,30585.49,73.73063,2023-07-02 20:30:00
1688330700000,30585.5,30621.11,30580.0,30588.47,184.37138,2023-07-02 20:45:00
1688331600000,30588.46,30614.0,30574.9,30607.61,184.18992,2023-07-02 21:00:00
1688332500000,30607.61,30610.96,30574.17,30600.76,300.8474,2023-07-02 21:15:00
1688333400000,30600.77,30605.99,30550.78,30591.47,128.46902,2023-07-02 21:30:00
1688334300000,30591.48,30591.48,30500.0,30557.44,255.29484,2023-07-02 21:45:00
1688335200000,30557.44,30593.29,30554.63,30580.49,299.07948,2023-07-02 22:00:00
1688336100000,30580.49,30791.0,30577.19,30694.0,1048.07147,2023-07-02 22:15:00
1688337000000,30694.0,30790.12,30425.47,30571.8,1781.35674,2023-07-02 22:30:00
1688337900000,30571.81,30652.82,30547.92,30651.29,456.75335,2023-07-02 22:45:00
1688338800000,30651.28,30658.21,30572.19,30609.13,368.09022,2023-07-02 23:00:00
1688339700000,30609.14,30612.02,30554.22,30602.0,213.47245,2023-07-02 23:15:00
1688340600000,30602.01,30610.0,30555.0,30598.46,278.04862,2023-07-02 23:30:00
1688341500000,30598.46,30638.95,30570.0,30617.03,235.34806,2023-07-02 23:45:00
1688342400000,30617.02,30654.39,30605.67,30653.99,285.08231,2023-07-03 00:00:00
1688343300000,30653.99,30688.75,30616.27,30665.65,235.15884,2023-07-03 00:15:00
1688344200000,30665.64,30666.94,30590.68,30603.96,177.46323,2023-07-03 00:30:00
1688345100000,30603.95,30640.0,30587.77,30637.99,161.21351,2023-07-03 00:45:00
1688346000000,30637.98,30662.0,30634.98,30651.41,126.19439,2023-07-03 01:00:00
1688346900000,30651.41,30713.64,30645.8,30689.95,126.22149,2023-07-03 01:15:00
1688347800000,30689.95,30756.5,30687.07,30690.77,302.92008,2023-07-03 01:30:00
1688348700000,30690.77,30703.42,30653.55,30660.86,225.59894,2023-07-03 01:45:00
1688349600000,30660.86,30747.76,30660.86,30712.95,298.19111,2023-07-03 02:00:00
1688350500000,30712.96,30755.0,30712.95,30754.99,278.05923,2023-07-03 02:15:00
1688351400000,30755.0,30783.44,30738.9,30754.09,379.14444,2023-07-03 02:30:00
1688352300000,30754.09,30770.0,30736.7,30755.0,168.9025,2023-07-03 02:45:00
1688353200000,30754.99,30800.01,30752.0,30757.98,369.50687,2023-07-03 03:00:00
1688354100000,30757.99,30780.98,30757.98,30774.19,182.62449,2023-07-03 03:15:00
1688355000000,30774.2,30785.85,30755.86,30778.77,154.04535,2023-07-03 03:30:00
1688355900000,30778.76,30793.07,30750.46,30756.65,147.32537,2023-07-03 03:45:00
1688356800000,30756.65,30795.8,30672.78,30741.78,438.27068,2023-07-03 04:00:00
1688357700000,30741.78,30748.0,30708.35,30730.22,236.52153,2023-07-03 04:15:00
1688358600000,30730.22,30740.66,30702.73,30709.38,309.52462,2023-07-03 04:30:00
1688359500000,30709.37,30709.38,30668.0,30679.99,167.10003,2023-07-03 04:45:00
1688360400000,30679.99,30691.46,30671.33,30691.46,152.17441,2023-07-03 05:00:00
1688361300000,30691.46,30704.3,30672.86,30695.76,124.07403,2023-07-03 05:15:00
1688362200000,30695.77,30699.27,30677.99,30689.05,142.73823,2023-07-03 05:30:00
1688363100000,30689.04,30690.55,30666.52,30673.62,163.42475,2023-07-03 05:45:00
1688364000000,30673.61,30678.41,30625.0,30645.85,323.48221,2023-07-03 06:00:00
1688364900000,30645.85,30661.96,30626.53,30640.06,235.49678,2023-07-03 06:15:00
1688365800000,30640.05,30660.59,30606.0,30659.99,275.70066,2023-07-03 06:30:00
1688366700000,30659.99,30660.08,30640.07,30651.25,201.8427,2023-07-03 06:45:00
1688367600000,30651.25,30665.19,30636.65,30647.53,186.4368,2023-07-03 07:00:00
1688368500000,30647.52,30728.58,30646.27,30710.74,484.11144,2023-07-03 07:15:00
1688369400000,30710.73,30759.8,30660.52,30727.57,555.11216,2023-07-03 07:30:00
1688370300000,30727.57,30734.93,30656.08,30667.19,533.13599,2023-07-03 07:45:00
1688371200000,30667.19,30690.0,30650.45,30679.98,347.57833,2023-07-03 08:00:00
1688372100000,30679.99,30700.92,30607.4,30624.58,470.85824,2023-07-03 08:15:00
1688373000000,30624.58,30657.63,30599.07,30633.99,392.8077,2023-07-03 08:30:00
1688373900000,30633.99,30647.45,30627.86,30640.12,179.66474,2023-07-03 08:45:00
1688374800000,30640.11,30670.0,30638.75,30668.95,306.41134,2023-07-03 09:00:00
1688375700000,30668.95,30670.0,30655.83,30663.06,226.95287,2023-07-03 09:15:00
1688376600000,30663.06,30663.06,30635.02,30642.01,131.48904,2023-07-03 09:30:00
1688377500000,30642.0,30646.0,30602.29,30610.61,168.76676,2023-07-03 09:45:00
1688378400000,30610.6,30636.0,30583.01,30617.72,439.93506,2023-07-03 10:00:00
1688379300000,30617.73,30626.91,30608.54,30613.98,180.42565,2023-07-03 10:15:00
1688380200000,30613.97,30650.0,30613.97,30646.71,143.00201,2023-07-03 10:30:00
1688381100000,30646.72,30670.05,30640.09,30640.09,497.22936,2023-07-03 10:45:00
1688382000000,30640.09,30664.0,30629.03,30664.0,287.72061,2023-07-03 11:00:00
1688382900000,30663.99,30676.74,30643.66,30652.16,263.45384,2023-07-03 11:15:00
1688383800000,30652.16,30660.84,30629.91,30643.67,568.37352,2023-07-03 11:30:00
1688384700000,30643.66,30666.35,30600.01,30625.22,1046.65363,2023-07-03 11:45:00
1688385600000,30625.22,30662.44,30570.27,30609.1,586.56209,2023-07-03 12:00:00
1688386500000,30609.1,30618.0,30576.95,30596.0,375.55687,2023-07-03 12:15:00
1688387400000,30596.01,30639.1,30577.98,30631.62,246.30264,2023-07-03 12:30:00
1688388300000,30631.62,30656.08,30613.85,30653.06,307.94247,2023-07-03 12:45:00
1688389200000,30653.06,30673.59,30643.64,30648.56,162.92869,2023-07-03 13:00:00
1688390100000,30648.56,30648.56,30625.69,30629.9,199.35979,2023-07-03 13:15:00
1688391000000,30629.9,30649.53,30614.07,30649.53,335.8285,2023-07-03 13:30:00
1688391900000,30649.53,30696.83,30623.74,30653.84,525.00171,2023-07-03 13:45:00
1688392800000,30653.83,30707.44,30653.29,30686.51,446.5781,2023-07-03 14:00:00
1688393700000,30686.52,30705.6,30670.0,30670.01,253.9099,2023-07-03 14:15:00
1688394600000,30670.0,30755.0,30653.63,30751.16,426.07448,2023-07-03 14:30:00
1688395500000,30751.15,30753.6,30704.37,30736.27,373.92836,2023-07-03 14:45:00
1688396400000,30736.28,30949.97,30736.27,30905.2,1979.30987,2023-07-03 15:00:00
1688397300000,30905.2,30941.09,30840.0,30941.08,747.81527,2023-07-03 15:15:00
1688398200000,30941.08,31090.51,30941.08,31066.66,2873.91438,2023-07-03 15:30:00
1688399100000,31066.67,31170.0,31026.79,31068.64,1665.75001,2023-07-03 15:45:00
1688400000000,31068.64,31127.76,30800.8,30955.99,1910.18495,2023-07-03 16:00:00
1688400900000,30956.0,31035.26,30950.0,31002.27,729.35835,2023-07-03 16:15:00
1688401800000,31002.27,31044.44,30923.05,30973.7,613.53748,2023-07-03 16:30:00
1688402700000,30973.7,31050.77,30947.21,31042.22,534.01204,2023-07-03 16:45:00
1688403600000,31042.21,31055.25,30926.01,30928.53,520.63635,2023-07-03 17:00:00
1688404500000,30928.52,31010.0,30915.29,31002.05,480.42015,2023-07-03 17:15:00
1688405400000,31002.04,31057.86,30970.32,31017.99,499.09872,2023-07-03 17:30:00
1688406300000,31017.99,31035.49,30980.62,31000.98,441.97912,2023-07-03 17:45:00
1688407200000,31000.98,31045.0,30995.77,31044.91,269.62213,2023-07-03 18:00:00
1688408100000,31044.91,31051.92,30997.73,30999.99,289.22879,2023-07-03 18:15:00
1688409000000,30999.99,31110.0,30999.99,31110.0,430.10064,2023-07-03 18:30:00
1688409900000,31109.99,31250.29,31063.21,31199.14,1696.69505,2023-07-03 18:45:00
1688410800000,31199.13,31269.0,31126.0,31137.23,1143.00232,2023-07-03 19:00:00
1688411700000,31137.23,31365.0,31130.0,31326.0,1229.18439,2023-07-03 19:15:00
1688412600000,31325.99,31380.0,31261.43,31287.45,1055.39109,2023-07-03 19:30:00
1688413500000,31287.45,31380.0,31242.6,31255.84,654.23841,2023-07-03 19:45:00
1688414400000,31255.83,31299.16,31232.11,31259.82,476.18315,2023-07-03 20:00:00
1688415300000,31259.81,31259.82,31154.92,31232.45,749.09803,2023-07-03 20:15:00
1688416200000,31232.45,31232.45,31158.81,31173.99,410.60515,2023-07-03 20:30:00
1688417100000,31173.99,31180.99,31107.2,31121.18,383.64658,2023-07-03 20:45:00
1688418000000,31121.18,31132.0,31056.33,31089.99,558.04733,2023-07-03 21:00:00
1688418900000,31089.99,31090.0,30900.0,31025.81,870.24774,2023-07-03 21:15:00
1688419800000,31025.82,31096.0,30993.79,31088.03,492.55939,2023-07-03 21:30:00
1688420700000,31088.04,31088.35,31026.86,31050.23,230.63777,2023-07-03 21:45:00
1688421600000,31050.22,31092.71,31040.9,31070.0,199.53855,2023-07-03 22:00:00
1688422500000,31070.0,31129.0,31069.99,31126.12,267.84197,2023-07-03 22:15:00
1688423400000,31126.12,31146.43,31100.57,31108.88,182.82987,2023-07-03 22:30:00
1688424300000,31108.88,31145.0,31081.99,31120.69,181.83666,2023-07-03 22:45:00
1688425200000,31120.7,31144.0,31103.63,31108.0,439.3823,2023-07-03 23:00:00
1688426100000,31107.99,31118.0,31083.91,31113.04,204.40481,2023-07-03 23:15:00
1688427000000,31113.03,31139.31,31109.02,31132.63,136.38451,2023-07-03 23:30:00
1688427900000,31132.62,31157.89,31122.0,31156.2,176.82432,2023-07-03 23:45:00
1688428800000,31156.2,31169.99,31123.02,31140.0,290.45378,2023-07-04 00:00:00
1688429700000,31140.01,31143.99,31118.7,31143.02,133.30903,2023-07-04 00:15:00
1688430600000,31143.02,31177.76,31126.13,31177.76,143.89474,2023-07-04 00:30:00
1688431500000,31177.76,31187.74,31096.48,31112.86,340.83602,2023-07-04 00:45:00
1688432400000,31112.86,31129.81,31109.12,31129.81,159.96006,2023-07-04 01:00:00
1688433300000,31129.81,31225.0,31108.56,31204.26,369.92008,2023-07-04 01:15:00
1688434200000,31204.25,31350.69,31151.4,31275.23,1727.18646,2023-07-04 01:30:00
1688435100000,31275.23,31302.0,31221.88,31288.8,507.30554,2023-07-04 01:45:00
1688436000000,31288.8,31325.76,31237.09,31260.49,356.24147,2023-07-04 02:00:00
1688436900000,31260.48,31290.0,31244.87,31280.02,320.20666,2023-07-04 02:15:00
1688437800000,31280.03,31280.03,31203.43,31209.99,325.50016,2023-07-04 02:30:00
1688438700000,31210.0,31267.32,31200.0,31259.77,271.75391,2023-07-04 02:45:00
1688439600000,31259.77,31259.77,31210.26,31229.64,244.87677,2023-07-04 03:00:00
1688440500000,31229.64,31237.54,31192.84,31197.29,160.62133,2023-07-04 03:15:00
1688441400000,31197.29,31263.54,31183.72,31240.96,252.72922,2023-07-04 03:30:00
1688442300000,31240.95,31249.93,31179.09,31195.69,310.80508,2023-07-04 03:45:00
1688443200000,31195.68,31212.26,31145.92,31154.54,239.5213,2023-07-04 04:00:00
1688444100000,31154.53,31164.0,31080.01,31122.93,436.70608,2023-07-04 04:15:00
1688445000000,31122.93,31122.93,31039.49,31039.49,345.0302,2023-07-04 04:30:00
1688445900000,31039.49,31070.0,31000.0,31058.0,452.93029,2023-07-04 04:45:00
1688446800000,31058.01,31090.9,31029.99,31071.11,251.18023,2023-07-04 05:00:00
1688447700000,31071.11,31088.99,31056.0,31056.01,151.19207,2023-07-04 05:15:00
1688448600000,31056.0,31066.0,31012.0,31015.04,313.88282,2023-07-04 05:30:00
1688449500000,31015.03,31030.0,30972.69,30972.7,447.95137,2023-07-04 05:45:00
1688450400000,30972.7,31014.75,30879.29,31014.75,1905.07002,2023-07-04 06:00:00
1688451300000,31014.75,31052.91,31006.17,31047.03,275.2575,2023-07-04 06:15:00
1688452200000,31047.02,31047.03,31009.85,31018.3,287.86058,2023-07-04 06:30:00
1688453100000,31018.29,31019.21,30989.48,30999.55,175.14908,2023-07-04 06:45:00
